"external_gene_name" "gene_biotype" "start_position" "end_position" "source"
"ENSRNOG00000025679" "Stk40" "protein_coding" 144114012 144150647 "ensembl"
"ENSRNOG00000009792" "Zbbx" "protein_coding" 173453670 173563273 "ensembl"
"ENSRNOG00000010209" "Nol12" "protein_coding" 120161091 120167020 "ensembl"
"ENSRNOG00000013035" "Rab33b" "protein_coding" 140541619 140552220 "ensembl"
"ENSRNOG00000020482" "Nfatc4" "protein_coding" 34493138 34504326 "ensembl"
"ENSRNOG00000047686" "Pou3f1" "pseudogene" 142643599 142646580 "ensembl"
"ENSRNOG00000006966" "Nfia" "protein_coding" 116420690 116751416 "ensembl"
"ENSRNOG00000006445" "Olr698" "protein_coding" 78234647 78235760 "ensembl"
"ENSRNOG00000030404" "Arrb1" "protein_coding" 164502389 164593139 "ensembl"
"ENSRNOG00000049529" "Vom1r52" "protein_coding" 66774431 66775384 "ensembl"
"ENSRNOG00000007957" "Tspoap1" "protein_coding" 75055020 75076434 "ensembl"
"ENSRNOG00000028908" "Eppin" "protein_coding" 161041727 161050557 "ensembl"
"ENSRNOG00000018712" "Camk2a" "protein_coding" 56193978 56295869 "ensembl"
"ENSRNOG00000046254" "Adgre1" "protein_coding" 9431860 9585865 "ensembl"
"ENSRNOG00000015622" "Fbxo4" "protein_coding" 53797954 53811134 "ensembl"
"ENSRNOG00000048525" "Olr247" "protein_coding" 172283255 172284199 "ensembl"
"ENSRNOG00000000130" "Dnajb5" "protein_coding" 58393233 58401870 "ensembl"
"ENSRNOG00000052267" "Olr1285" "protein_coding" 35789428 35790372 "ensembl"
"ENSRNOG00000042059" "Rccd1" "protein_coding" 142109252 142114634 "ensembl"
"ENSRNOG00000003370" "Otc" "protein_coding" 13524607 13601069 "ensembl"
"ENSRNOG00000045795" "LOC100911365" "protein_coding" 213951759 213957535 "ensembl"
"ENSRNOG00000038957" "RGD1305184" "protein_coding" 55666027 55667668 "ensembl"
"ENSRNOG00000014765" "Vapa" "protein_coding" 113300832 113331319 "ensembl"
"ENSRNOG00000055421" "AABR07000385.1" "protein_coding" 11873206 11873466 "ensembl"
"ENSRNOG00000007142" "B3gat1" "protein_coding" 27777179 27804515 "ensembl"
"ENSRNOG00000011341" "Rictor" "protein_coding" 56052643 56101803 "ensembl"
"ENSRNOG00000020653" "S1pr2" "protein_coding" 21984914 21995806 "ensembl"
"ENSRNOG00000007332" "Sstr3" "protein_coding" 119760888 119768082 "ensembl"
"ENSRNOG00000059443" "LOC103690028" "protein_coding" 78407414 78421024 "ensembl"
"ENSRNOG00000030683" "Vps26a" "protein_coding" 32086746 32115357 "ensembl"
"ENSRNOG00000009239" "Entpd8" "protein_coding" 2288667 2302782 "ensembl"
"ENSRNOG00000028804" "AC119691.1" "protein_coding" 149439312 149441437 "ensembl"
"ENSRNOG00000004516" "Itgbl1" "protein_coding" 110114148 110378969 "ensembl"
"ENSRNOG00000013564" "Dok3" "protein_coding" 9639330 9644090 "ensembl"
"ENSRNOG00000025005" "Ccdc190" "protein_coding" 88265331 88272906 "ensembl"
"ENSRNOG00000003439" "Il15" "protein_coding" 23542889 23554594 "ensembl"
"ENSRNOG00000011427" "Hr" "protein_coding" 52241801 52261276 "ensembl"
"ENSRNOG00000000580" "Calhm4" "protein_coding" 27575533 27578244 "ensembl"
"ENSRNOG00000003269" "Atp6v0e1" "protein_coding" 16769666 16792909 "ensembl"
"ENSRNOG00000056482" "AABR07068750.1" "protein_coding" 117484041 117484262 "ensembl"
"ENSRNOG00000018873" "Fam168a" "protein_coding" 165724451 165878652 "ensembl"
"ENSRNOG00000048308" "Dr1" "protein_coding" 2463643 2474780 "ensembl"
"ENSRNOG00000005286" "Coch" "protein_coding" 72359791 72373695 "ensembl"
"ENSRNOG00000014915" "Gsr" "protein_coding" 62197617 62241361 "ensembl"
"ENSRNOG00000023334" "Parp14" "protein_coding" 68105369 68137535 "ensembl"
"ENSRNOG00000050264" "AABR07035357.2" "protein_coding" 10973194 10973689 "ensembl"
"ENSRNOG00000009240" "AABR07016623.1" "protein_coding" 107349414 107349945 "ensembl"
"ENSRNOG00000011713" "LOC691113" "protein_coding" 100209951 100212122 "ensembl"
"ENSRNOG00000010708" "Gata4" "protein_coding" 46386712 46432965 "ensembl"
"ENSRNOG00000006063" "Phf21a" "protein_coding" 81134505 81271849 "ensembl"
"ENSRNOG00000007752" "Zmynd19" "protein_coding" 2158995 2168370 "ensembl"
"ENSRNOG00000055379" "AABR07059764.1" "snoRNA" 34530270 34530379 "ensembl"
"ENSRNOG00000058583" "AABR07069969.2" "pseudogene" 43143818 43144626 "ensembl"
"ENSRNOG00000009821" "Slitrk3" "protein_coding" 170452702 170460754 "ensembl"
"ENSRNOG00000061337" "Mindy2" "protein_coding" 77035147 77089097 "ensembl"
"ENSRNOG00000028640" "Siva1" "protein_coding" 137210052 137214388 "ensembl"
"ENSRNOG00000002238" "Sema5b" "protein_coding" 68306659 68349238 "ensembl"
"ENSRNOG00000011133" "Trpc4" "protein_coding" 143475323 143604972 "ensembl"
"ENSRNOG00000003977" "Dusp1" "protein_coding" 16970626 16973418 "ensembl"
"ENSRNOG00000061717" "U6" "snRNA" 23826007 23826110 "ensembl"
"ENSRNOG00000011550" "Kcnab2" "protein_coding" 169572517 169658875 "ensembl"
"ENSRNOG00000018944" "Pank1" "protein_coding" 253119112 253185533 "ensembl"
"ENSRNOG00000047124" "AABR07005775.1" "protein_coding" 197856903 197858016 "ensembl"
"ENSRNOG00000024930" "Smim19" "protein_coding" 74408183 74422215 "ensembl"
"ENSRNOG00000052123" "U1" "snRNA" 40865699 40865804 "ensembl"
"ENSRNOG00000034119" "Vom1r2" "protein_coding" 86362432 86363340 "ensembl"
"ENSRNOG00000031046" "Ifna5" "protein_coding" 107039347 107039925 "ensembl"
"ENSRNOG00000008897" "Gga1" "protein_coding" 120106901 120119737 "ensembl"
"ENSRNOG00000052492" "Vom1r73" "protein_coding" 87758181 87759098 "ensembl"
"ENSRNOG00000060283" "U7" "snRNA" 61105797 61105858 "ensembl"
"ENSRNOG00000061646" "Olr1244" "protein_coding" 1584083 1585015 "ensembl"
"ENSRNOG00000049196" "AC096455.1" "miRNA" 117639850 117639933 "ensembl"
"ENSRNOG00000014460" "Hivep1" "protein_coding" 22278798 22311392 "ensembl"
"ENSRNOG00000014771" "Wfdc8" "protein_coding" 161058217 161067358 "ensembl"
"ENSRNOG00000031320" "LOC499565" "protein_coding" 87957363 87970337 "ensembl"
"ENSRNOG00000045862" "AABR07006823.1" "protein_coding" 258476697 258477481 "ensembl"
"ENSRNOG00000000560" "Lrrc20" "protein_coding" 31096214 31202514 "ensembl"
"ENSRNOG00000010535" "Cdh18" "protein_coding" 74360622 74693341 "ensembl"
"ENSRNOG00000057033" "U6" "snRNA" 39770114 39770223 "ensembl"
"ENSRNOG00000007288" "M1ap" "protein_coding" 113782206 113863224 "ensembl"
"ENSRNOG00000041492" "Mir1249" "miRNA" 125861192 125861311 "ensembl"
"ENSRNOG00000007462" "Septin8" "protein_coding" 38877422 38906482 "ensembl"
"ENSRNOG00000019490" "Slc20a2" "protein_coding" 74317899 74408030 "ensembl"
"ENSRNOG00000049314" "AABR07069524.1" "pseudogene" 26659056 26664577 "ensembl"
"ENSRNOG00000038597" "Dlg1" "protein_coding" 72163749 72378895 "ensembl"
"ENSRNOG00000023112" "LOC500594" "protein_coding" 169632527 169637356 "ensembl"
"ENSRNOG00000020916" "Tmub2" "protein_coding" 90230441 90234873 "ensembl"
"ENSRNOG00000008521" "RGD1559821" "processed_pseudogene" 33182562 33183014 "ensembl"
"ENSRNOG00000059597" "AABR07054088.2" "protein_coding" 139735024 139735397 "ensembl"
"ENSRNOG00000054627" "7SK" "misc_RNA" 23656183 23656501 "ensembl"
"ENSRNOG00000059604" "Lor" "protein_coding" 191984773 191986170 "ensembl"
"ENSRNOG00000008222" "Timm9" "protein_coding" 93549484 93562314 "ensembl"
"ENSRNOG00000053631" "Tdrd9" "protein_coding" 136536736 136649859 "ensembl"
"ENSRNOG00000058033" "Gm23202" "snoRNA" 9997613 9997741 "ensembl"
"ENSRNOG00000033733" "Ccdc81" "protein_coding" 154064256 154111725 "ensembl"
"ENSRNOG00000014590" "Stk33" "protein_coding" 173872736 174047572 "ensembl"
"ENSRNOG00000017197" "Pdgfb" "protein_coding" 121214628 121232741 "ensembl"
"ENSRNOG00000054477" "U6" "snRNA" 210913851 210913957 "ensembl"
"ENSRNOG00000003794" "Nmral1" "protein_coding" 11046024 11055158 "ensembl"
"ENSRNOG00000052393" "Bscl2" "protein_coding" 225037737 225046040 "ensembl"
"ENSRNOG00000047091" "Psmb11" "protein_coding" 33271015 33271920 "ensembl"
"ENSRNOG00000039120" "AABR07027478.1" "pseudogene" 32952847 32953237 "ensembl"
"ENSRNOG00000024338" "LOC690276" "protein_coding" 42306788 42312935 "ensembl"
"ENSRNOG00000052989" "U6" "snRNA" 27933470 27933576 "ensembl"
"ENSRNOG00000010655" "Mttp" "protein_coding" 243366181 243407608 "ensembl"
"ENSRNOG00000004537" "Rxrg" "protein_coding" 85818427 85868552 "ensembl"
"ENSRNOG00000014805" "Wrap73" "protein_coding" 171441560 171455650 "ensembl"
"ENSRNOG00000012749" "C1qb" "protein_coding" 155246447 155252003 "ensembl"
"ENSRNOG00000061226" "U6" "snRNA" 93815207 93815313 "ensembl"
"ENSRNOG00000020656" "Pfkfb4" "protein_coding" 117737117 117775386 "ensembl"
"ENSRNOG00000021731" "LOC103689949" "protein_coding" 34997008 35005287 "ensembl"
"ENSRNOG00000059093" "AABR07012583.2" "protein_coding" 198418691 198424443 "ensembl"
"ENSRNOG00000054234" "AABR07060958.1" "snoRNA" 101750037 101750174 "ensembl"
"ENSRNOG00000009465" "Sfrp2" "protein_coding" 182723854 182731764 "ensembl"
"ENSRNOG00000020883" "Dhdh" "protein_coding" 101466677 101476867 "ensembl"
"ENSRNOG00000035560" "Mir150" "miRNA" 101115974 101116058 "ensembl"
"ENSRNOG00000036964" "Ralgapa2" "protein_coding" 140468701 140728129 "ensembl"
"ENSRNOG00000014614" "Cxxc1" "protein_coding" 70192493 70197867 "ensembl"
"ENSRNOG00000057207" "AABR07014239.1" "processed_pseudogene" 5837638 5838081 "ensembl"
"ENSRNOG00000048247" "AABR07028995.1" "miRNA" 1715352 1715417 "ensembl"
"ENSRNOG00000001128" "Tesc" "protein_coding" 44141422 44174583 "ensembl"
"ENSRNOG00000046880" "AABR07052795.2" "miRNA" 75643929 75644012 "ensembl"
"ENSRNOG00000048775" "Olr990" "protein_coding" 5593735 5594670 "ensembl"
"ENSRNOG00000002388" "Trim41" "protein_coding" 34155515 34166599 "ensembl"
"ENSRNOG00000052320" "U1" "snRNA" 53056903 53057003 "ensembl"
"ENSRNOG00000010533" "Arfip1" "protein_coding" 183504330 183582553 "ensembl"
"ENSRNOG00000058299" "U6" "snRNA" 47365350 47365455 "ensembl"
"ENSRNOG00000036958" "LOC102556447" "protein_coding" 238385027 238468435 "ensembl"
"ENSRNOG00000051716" "AABR07024746.1" "snoRNA" 14132936 14133062 "ensembl"
"ENSRNOG00000055670" "AABR07068248.1" "pseudogene" 92625393 92625705 "ensembl"
"ENSRNOG00000050146" "LOC100909732" "protein_coding" 158350347 158376783 "ensembl"
"ENSRNOG00000036830" "RGD1563200" "protein_coding" 145056693 145062956 "ensembl"
"ENSRNOG00000041506" "AABR07049385.1" "miRNA" 120081486 120081575 "ensembl"
"ENSRNOG00000060697" "AABR07061261.2" "lincRNA" 112642249 112646300 "ensembl"
"ENSRNOG00000010047" "Ddit4l2" "protein_coding" 242882306 242885131 "ensembl"
"ENSRNOG00000016031" "Bicd2" "protein_coding" 15673650 15718035 "ensembl"
"ENSRNOG00000057510" "AABR07029591.1" "pseudogene" 36579466 36580312 "ensembl"
"ENSRNOG00000055618" "AABR07048735.1" "snoRNA" 89705890 89706015 "ensembl"
"ENSRNOG00000030093" "Defa5" "protein_coding" 75338052 75340360 "ensembl"
"ENSRNOG00000061719" "AABR07001623.1" "lincRNA" 54324892 54325372 "ensembl"
"ENSRNOG00000029485" "Psg29" "protein_coding" 79236392 79259492 "ensembl"
"ENSRNOG00000004146" "Coro7" "protein_coding" 11090314 11143881 "ensembl"
"ENSRNOG00000047258" "Prss55" "protein_coding" 47433566 47442664 "ensembl"
"ENSRNOG00000047877" "AABR07064622.1" "protein_coding" 87426080 87427153 "ensembl"
"ENSRNOG00000047516" "Map3k7" "protein_coding" 114022137 114079089 "ensembl"
"ENSRNOG00000053905" "AABR07063167.1" "lincRNA" 20050613 20051772 "ensembl"
"ENSRNOG00000058488" "Snord92" "snoRNA" 23458843 23458931 "ensembl"
"ENSRNOG00000042620" "Marveld1" "protein_coding" 261389804 261393736 "ensembl"
"ENSRNOG00000059856" "AABR07033283.1" "lincRNA" 15375895 15378021 "ensembl"
"ENSRNOG00000043460" "AABR07061158.1" "protein_coding" 107443393 107443853 "ensembl"
"ENSRNOG00000041504" "AC097023.1" "miRNA" 85987175 85987273 "ensembl"
"ENSRNOG00000061018" "AABR07052529.1" "lincRNA" 60249518 60253140 "ensembl"
"ENSRNOG00000023172" "Dnajb3" "protein_coding" 95289918 95290931 "ensembl"
"ENSRNOG00000053885" "U7" "snRNA" 24723543 24723606 "ensembl"
"ENSRNOG00000038078" "AABR07018792.1" "processed_pseudogene" 73180270 73180671 "ensembl"
"ENSRNOG00000017900" "rnf141" "protein_coding" 175634551 175657485 "ensembl"
"ENSRNOG00000056641" "AABR07034550.1" "lincRNA" 76634475 76647903 "ensembl"
"ENSRNOG00000008859" "Tank" "protein_coding" 47439076 47515700 "ensembl"
"ENSRNOG00000038126" "Defb3" "protein_coding" 75589530 75599534 "ensembl"
"ENSRNOG00000014874" "Zfyve28" "protein_coding" 81725513 81811142 "ensembl"
"ENSRNOG00000035524" "Mir99a" "miRNA" 16052153 16052233 "ensembl"
"ENSRNOG00000061365" "AABR07007055.1" "lincRNA" 278476630 278480271 "ensembl"
"ENSRNOG00000043061" "Siah3" "protein_coding" 57505449 57568743 "ensembl"
"ENSRNOG00000027175" "Cnpy4" "protein_coding" 19328957 19335119 "ensembl"
"ENSRNOG00000009266" "Anp32b" "protein_coding" 62071346 62094633 "ensembl"
"ENSRNOG00000051861" "AABR07027811.1" "miRNA" 44747806 44747942 "ensembl"
"ENSRNOG00000062087" "AABR07010601.2" "lincRNA" 142731871 142732718 "ensembl"
"ENSRNOG00000025422" "Pudp" "protein_coding" 45379707 45380730 "ensembl"
"ENSRNOG00000009318" "Ttll5" "protein_coding" 109710781 109879607 "ensembl"
"ENSRNOG00000036696" "Hgs" "protein_coding" 109638767 109657456 "ensembl"
"ENSRNOG00000050828" "Vkorc1" "protein_coding" 199337138 199341302 "ensembl"
"ENSRNOG00000061626" "AABR07060153.1" "lincRNA" 59288021 59288971 "ensembl"
"ENSRNOG00000053637" "AC126486.1" "snoRNA" 12727241 12727373 "ensembl"
"ENSRNOG00000017781" "Dnajc7" "protein_coding" 88498238 88533829 "ensembl"
"ENSRNOG00000046822" "AABR07018062.2" "miRNA" 38069516 38069579 "ensembl"
"ENSRNOG00000000713" "AABR07033045.1" "processed_pseudogene" 2785908 2786363 "ensembl"
"ENSRNOG00000021960" "AC109958.1" "pseudogene" 93560364 93561301 "ensembl"
"ENSRNOG00000009658" "Rnf19a" "protein_coding" 75058758 75098331 "ensembl"
"ENSRNOG00000052109" "AABR07043389.1" "lincRNA" 27984190 27984736 "ensembl"
"ENSRNOG00000053623" "LOC100360619" "protein_coding" 38643108 38643502 "ensembl"
"ENSRNOG00000057518" "U1" "snRNA" 122109262 122109421 "ensembl"
"ENSRNOG00000006370" "RGD1310852" "protein_coding" 97889517 97944151 "ensembl"
"ENSRNOG00000022210" "Alox12b" "protein_coding" 55744588 55756566 "ensembl"
"ENSRNOG00000056460" "U6" "snRNA" 63845600 63845702 "ensembl"
"ENSRNOG00000059560" "AABR07027150.2" "miRNA" 16326376 16326518 "ensembl"
"ENSRNOG00000043007" "Rcn3" "protein_coding" 101076898 101086198 "ensembl"
"ENSRNOG00000052248" "AABR07013410.2" "lincRNA" 236007055 236011129 "ensembl"
"ENSRNOG00000055135" "U1" "snRNA" 93386325 93386468 "ensembl"
"ENSRNOG00000049516" "Olr279" "pseudogene" 173123997 173124942 "ensembl"
"ENSRNOG00000060577" "U5" "snRNA" 70702041 70702156 "ensembl"
"ENSRNOG00000048776" "AABR07047094.1" "miRNA" 19557335 19557455 "ensembl"
"ENSRNOG00000043814" "AC111867.1" "miRNA" 6694254 6694350 "ensembl"
"ENSRNOG00000051866" "AABR07058729.1" "lincRNA" 135389491 135390841 "ensembl"
"ENSRNOG00000020531" "Fen1" "protein_coding" 226251518 226255886 "ensembl"
"ENSRNOG00000041867" "AABR07063812.1" "miRNA" 50506363 50506442 "ensembl"
"ENSRNOG00000060502" "SNORD96" "snoRNA" 34151395 34151474 "ensembl"
"ENSRNOG00000057179" "AABR07058788.3" "lincRNA" 137542089 137543561 "ensembl"
"ENSRNOG00000008648" "Mogs" "protein_coding" 113948514 113951847 "ensembl"
"ENSRNOG00000052961" "U1" "snRNA" 44899650 44899799 "ensembl"
"ENSRNOG00000010593" "Ctnnal1" "protein_coding" 73561450 73621070 "ensembl"
"ENSRNOG00000061598" "U6" "snRNA" 11618269 11618372 "ensembl"
"ENSRNOG00000019222" "Tfdp1" "protein_coding" 81089292 81127257 "ensembl"
"ENSRNOG00000056764" "AC110690.1" "miRNA" 140764010 140764075 "ensembl"
"ENSRNOG00000017392" "Fgf2" "protein_coding" 124081072 124134681 "ensembl"
"ENSRNOG00000008790" "Gdap1l1" "protein_coding" 159823878 159842278 "ensembl"
"ENSRNOG00000049799" "LOC103690286" "protein_coding" 44174086 44175030 "ensembl"
"ENSRNOG00000060423" "LOC102554058" "lincRNA" 121433257 121442787 "ensembl"
"ENSRNOG00000030183" "Plod2" "protein_coding" 99977334 100059736 "ensembl"
"ENSRNOG00000051646" "U6" "snRNA" 39604300 39604395 "ensembl"
"ENSRNOG00000049211" "AABR07072246.1" "miRNA" 69790957 69791046 "ensembl"
"ENSRNOG00000056091" "Gm22266" "snoRNA" 74936846 74936987 "ensembl"
"ENSRNOG00000008668" "Vsig8" "protein_coding" 90943255 90951443 "ensembl"
"ENSRNOG00000021867" "LOC100361098" "protein_coding" 100955041 100955793 "ensembl"
"ENSRNOG00000061656" "SNORD14" "snoRNA" 44992058 44992143 "ensembl"
"ENSRNOG00000060094" "AABR07065532.17" "snoRNA" 133828081 133828155 "ensembl"
"ENSRNOG00000055587" "Metazoa_SRP" "misc_RNA" 7954075 7954353 "ensembl"
"ENSRNOG00000048068" "AC097745.2" "miRNA" 113514633 113514717 "ensembl"
"ENSRNOG00000061464" "U6" "snRNA" 51584202 51584311 "ensembl"
"ENSRNOG00000054160" "AABR07070698.1" "miRNA" 80880487 80880630 "ensembl"
"ENSRNOG00000014923" "Ifitm5" "protein_coding" 213744796 213745748 "ensembl"
"ENSRNOG00000047678" "AABR07068636.1" "miRNA" 113746689 113746781 "ensembl"
"ENSRNOG00000046078" "AABR07072826.1" "miRNA" 15262899 15262974 "ensembl"
"ENSRNOG00000050747" "AABR07073073.1" "miRNA" 157710083 157710155 "ensembl"
"ENSRNOG00000045799" "Rup2" "protein_coding" 41657566 41661238 "ensembl"
"ENSRNOG00000014006" "Neto1" "protein_coding" 83471342 83584357 "ensembl"
"ENSRNOG00000054341" "AABR07060962.1" "snoRNA" 101803159 101803252 "ensembl"
"ENSRNOG00000050294" "Olr1543" "protein_coding" 43394618 43395538 "ensembl"
"ENSRNOG00000002802" "Cxcl1" "protein_coding" 18743685 18745457 "ensembl"
"ENSRNOG00000055967" "U6" "snRNA" 18186293 18186399 "ensembl"
"ENSRNOG00000060233" "U1" "snRNA" 73830828 73830982 "ensembl"
"ENSRNOG00000041256" "AABR07041066.1" "miRNA" 118347532 118347604 "ensembl"
"ENSRNOG00000060654" "AABR07061068.2" "protein_coding" 103524324 103525051 "ensembl"
"ENSRNOG00000051777" "Terc" "misc_RNA" 116432691 116433110 "ensembl"
"ENSRNOG00000007177" "Poglut3" "protein_coding" 57964988 57982600 "ensembl"
"ENSRNOG00000011820" "Acpp" "protein_coding" 112834707 112884077 "ensembl"
"ENSRNOG00000051852" "U1" "snRNA" 198622084 198622247 "ensembl"
"ENSRNOG00000060483" "AABR07041096.2" "misc_RNA" 119210067 119210217 "ensembl"
"ENSRNOG00000061024" "Gm22888" "snoRNA" 57542044 57542120 "ensembl"
"ENSRNOG00000037567" "RGD1309730" "protein_coding" 91086186 91195981 "ensembl"
"ENSRNOG00000053593" "RNaseP_nuc" "ribozyme" 189345450 189345651 "ensembl"
"ENSRNOG00000016733" "Rab13" "protein_coding" 189581644 189586338 "ensembl"
"ENSRNOG00000045575" "AABR07042863.1" "miRNA" 12674510 12674577 "ensembl"
"ENSRNOG00000006119" "Slc7a15" "protein_coding" 33728107 33738825 "ensembl"
"ENSRNOG00000020095" "Pcdhb3" "protein_coding" 30381322 30383876 "ensembl"
"ENSRNOG00000057946" "AABR07056644.1" "miRNA" 34545326 34545429 "ensembl"
"ENSRNOG00000057428" "U6" "snRNA" 128142815 128142921 "ensembl"
"ENSRNOG00000008049" "Max" "protein_coding" 99984260 100011388 "ensembl"
"ENSRNOG00000057511" "U1" "snRNA" 89311743 89311906 "ensembl"
"ENSRNOG00000053407" "U4" "snRNA" 114545436 114545520 "ensembl"
"ENSRNOG00000055726" "AABR07056611.1" "protein_coding" 32193086 32193418 "ensembl"
"ENSRNOG00000059573" "AABR07011861.1" "snoRNA" 173210277 173210374 "ensembl"
"ENSRNOG00000055067" "5S_rRNA" "rRNA" 56338736 56338854 "ensembl"
"ENSRNOG00000043502" "AABR07010717.1" "protein_coding" 148993072 149014838 "ensembl"
"ENSRNOG00000047007" "LOC102557590" "protein_coding" 173371325 173371835 "ensembl"
"ENSRNOG00000057262" "AABR07050321.1" "lincRNA" 161084842 161087577 "ensembl"
"ENSRNOG00000005034" "Arhgef25" "protein_coding" 70469312 70476340 "ensembl"
"ENSRNOG00000061108" "Arcn1" "protein_coding" 49051246 49075892 "ensembl"
"ENSRNOG00000051842" "AABR07050161.1" "snoRNA" 153909158 153909227 "ensembl"
"ENSRNOG00000059549" "LOC102549993" "lincRNA" 98619241 98621413 "ensembl"
"ENSRNOG00000053702" "U6" "snRNA" 282492733 282492839 "ensembl"
"ENSRNOG00000049078" "Mir7b" "miRNA" 10812432 10812541 "ensembl"
"ENSRNOG00000054954" "Lilrb2" "protein_coding" 63734135 63741982 "ensembl"
"ENSRNOG00000059942" "AABR07021714.1" "lincRNA" 87322929 87328143 "ensembl"
"ENSRNOG00000054862" "7SK" "misc_RNA" 51058043 51058316 "ensembl"
"ENSRNOG00000058321" "LOC108348143" "lincRNA" 97613991 97628059 "ensembl"
"ENSRNOG00000017035" "Cep120" "protein_coding" 48658495 48720472 "ensembl"
"ENSRNOG00000052164" "U6" "snRNA" 20933126 20933232 "ensembl"
"ENSRNOG00000029289" "Olr1435" "protein_coding" 44347878 44348795 "ensembl"
"ENSRNOG00000057244" "AABR07042837.1" "miRNA" 11627066 11627201 "ensembl"
"ENSRNOG00000051541" "AC133316.1" "lincRNA" 127258149 127262182 "ensembl"
"ENSRNOG00000047514" "Olr1539" "protein_coding" 43309759 43310679 "ensembl"
"ENSRNOG00000002625" "Ptpn4" "protein_coding" 35678240 35858390 "ensembl"
"ENSRNOG00000056192" "AABR07024814.1" "lincRNA" 18021726 18022792 "ensembl"
"ENSRNOG00000053481" "LOC102553338" "lincRNA" 74758959 74788939 "ensembl"
"ENSRNOG00000052497" "AABR07061251.1" "lincRNA" 111928287 111933469 "ensembl"
"ENSRNOG00000060739" "AABR07066841.2" "lincRNA" 18983506 18984740 "ensembl"
"ENSRNOG00000011842" "Asic5" "protein_coding" 180936688 180964365 "ensembl"
"ENSRNOG00000015854" "AABR07051831.1" "lincRNA" 23762363 23769762 "ensembl"
"ENSRNOG00000048145" "Sstr1" "protein_coding" 79254339 79258611 "ensembl"
"ENSRNOG00000001756" "LOC100911374" "protein_coding" 72786730 72814850 "ensembl"
"ENSRNOG00000061203" "AABR07050057.1" "lincRNA" 149421073 149431111 "ensembl"
"ENSRNOG00000053506" "AABR07006656.1" "lincRNA" 244977331 244980976 "ensembl"
"ENSRNOG00000015426" "Purg" "protein_coding" 62481685 62483137 "ensembl"
"ENSRNOG00000059628" "AABR07007878.1" "lincRNA" 32530316 32553340 "ensembl"
"ENSRNOG00000058243" "Rfx8" "protein_coding" 46414564 46475040 "ensembl"
"ENSRNOG00000061537" "AABR07032439.1" "lincRNA" 65734094 65738018 "ensembl"
"ENSRNOG00000056336" "AC131521.1" "lincRNA" 78822405 78824756 "ensembl"
"ENSRNOG00000056606" "AABR07019387.1" "lincRNA" 103504629 103506319 "ensembl"
"ENSRNOG00000009209" "Slitrk1" "protein_coding" 93303382 93307420 "ensembl"
"ENSRNOG00000053721" "AABR07039203.2" "lincRNA" 71589146 71600231 "ensembl"
"ENSRNOG00000047956" "Olr903" "protein_coding" 5401508 5402443 "ensembl"
"ENSRNOG00000012450" "Dynlrb2" "protein_coding" 49016891 49028404 "ensembl"
"ENSRNOG00000059028" "AABR07027116.1" "lincRNA" 14791403 14792624 "ensembl"
"ENSRNOG00000010474" "Hmces" "protein_coding" 119815139 119864114 "ensembl"
"ENSRNOG00000008065" "Wwc1" "protein_coding" 20663541 20818128 "ensembl"
"ENSRNOG00000056188" "AABR07034833.2" "lincRNA" 56526 59000 "ensembl"
"ENSRNOG00000011351" "Mat1a" "protein_coding" 18690246 18709133 "ensembl"
"ENSRNOG00000047413" "Cby2" "protein_coding" 57642577 57651041 "ensembl"
"ENSRNOG00000061855" "LOC108351693" "lincRNA" 51061686 51063453 "ensembl"
"ENSRNOG00000028911" "Olr996" "protein_coding" 16009639 16010574 "ensembl"
"ENSRNOG00000025612" "Sez6l" "protein_coding" 50090464 50241995 "ensembl"
"ENSRNOG00000059843" "LOC100909680" "protein_coding" 101864990 101873464 "ensembl"
"ENSRNOG00000060140" "AABR07041772.1" "lincRNA" 139264113 139281892 "ensembl"
"ENSRNOG00000061127" "AABR07057844.2" "lincRNA" 90421850 90423551 "ensembl"
"ENSRNOG00000037620" "Mob3c" "protein_coding" 134679713 134688963 "ensembl"
"ENSRNOG00000058485" "Hoxa1" "protein_coding" 26966 28456 "ensembl"
"ENSRNOG00000060529" "Vom1r110" "protein_coding" 63184734 63185651 "ensembl"
"ENSRNOG00000052067" "AABR07068060.1" "lincRNA" 80425717 80428669 "ensembl"
"ENSRNOG00000025736" "Tcf23" "protein_coding" 26762761 26771164 "ensembl"
"ENSRNOG00000030889" "Cldn22" "protein_coding" 47534349 47535358 "ensembl"
"ENSRNOG00000061071" "AABR07028797.1" "lincRNA" 86741051 86745000 "ensembl"
"ENSRNOG00000045926" "Lrrc45" "protein_coding" 109893700 109904072 "ensembl"
"ENSRNOG00000009085" "Prkag2" "protein_coding" 6559545 6799632 "ensembl"
"ENSRNOG00000050067" "AABR07026058.1" "protein_coding" 61873898 61874470 "ensembl"
"ENSRNOG00000008592" "Barx2" "protein_coding" 32950875 33017854 "ensembl"
"ENSRNOG00000004946" "Cst12" "protein_coding" 143119687 143123582 "ensembl"
"ENSRNOG00000025823" "Rbm46" "protein_coding" 181831244 181874223 "ensembl"
"ENSRNOG00000042749" "RGD1562024" "protein_coding" 8612872 8619737 "ensembl"
"ENSRNOG00000047732" "LOC108348105" "protein_coding" 2935398 2938883 "ensembl"
"ENSRNOG00000014870" "Slc13a5" "protein_coding" 58810058 58834538 "ensembl"
"ENSRNOG00000049535" "Olr1400" "protein_coding" 34756094 34772570 "ensembl"
